"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","POL","Poland","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","POL","Poland","2022","2022",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2010","2010",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2011","2011",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2012","2012",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2013","2013",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2014","2014",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2015","2015",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2016","2016",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2017","2017",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2018","2018",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2019","2019",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2020","2020",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","POL","Poland","2021","2021",0,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2010","2010",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2011","2011",0.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2012","2012",2.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2013","2013",1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2014","2014",0.7,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2015","2015",2.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2016","2016",5.4,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2017","2017",1.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2018","2018",0.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2019","2019",0.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2020","2020",0.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2010","2010",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2011","2011",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2012","2012",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2013","2013",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2014","2014",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2015","2015",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2016","2016",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2017","2017",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2018","2018",1.7,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2019","2019",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2020","2020",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2022","2022",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2011","2011",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2012","2012",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2013","2013",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2014","2014",0.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2015","2015",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2016","2016",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2017","2017",0.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2018","2018",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2019","2019",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2020","2020",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","PRT","Portugal","2021","2021",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2010","2010",25.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2011","2011",17.4,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2012","2012",17.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2013","2013",16.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2014","2014",20.7,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2015","2015",6.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2016","2016",5.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2017","2017",3.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2018","2018",6.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2019","2019",12.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2020","2020",12.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2021","2021",1.7,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2010","2010",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2011","2011",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2012","2012",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2013","2013",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2014","2014",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2015","2015",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2016","2016",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2017","2017",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2018","2018",10.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2019","2019",5.9,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2020","2020",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2022","2022",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2010","2010",2.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2011","2011",1.7,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2012","2012",1.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2013","2013",1.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2014","2014",1.5,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2015","2015",1.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2016","2016",1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2017","2017",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2018","2018",0.8,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2019","2019",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2020","2020",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SVK","Slovak Republic","2021","2021",0.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2010","2010",1.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2011","2011",5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2012","2012",3.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2013","2013",3.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2014","2014",5.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2015","2015",14.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2016","2016",8.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2017","2017",8.7,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2018","2018",5.7,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2019","2019",5.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2020","2020",0.4,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2021","2021",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2010","2010",0.7,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2011","2011",7.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2012","2012",2.6,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2013","2013",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2014","2014",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2015","2015",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2016","2016",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2017","2017",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2018","2018",0.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2019","2019",0.6,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2020","2020",0.2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2022","2022",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2010","2010",1.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2011","2011",1.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2012","2012",1.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2013","2013",1.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2014","2014",1.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2015","2015",1.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2016","2016",1.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2017","2017",1.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2018","2018",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2019","2019",0.7,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2020","2020",0.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","ESP","Spain","2021","2021",0.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2010","2010",2.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2011","2011",1.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2012","2012",3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2013","2013",2.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2014","2014",7.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2015","2015",6.2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2016","2016",6.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2017","2017",8.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2018","2018",7.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2019","2019",7.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2020","2020",2.6,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2021","2021",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2010","2010",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2011","2011",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2012","2012",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2013","2013",0.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2014","2014",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2015","2015",0.2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2016","2016",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2017","2017",0.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2018","2018",0.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2019","2019",0.2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2020","2020",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2022","2022",0,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2010","2010",1.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2011","2011",1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2012","2012",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2013","2013",0.8,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2014","2014",1.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2015","2015",1.5,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2016","2016",1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2017","2017",0.8,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2018","2018",0.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2019","2019",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2020","2020",0.3,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","SWE","Sweden","2021","2021",0.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2010","2010",76,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2011","2011",60,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2012","2012",99,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2013","2013",164,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2014","2014",145,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2010","2010",0.8,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2011","2011",8.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2012","2012",0.8,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2013","2013",2.2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2014","2014",0.3,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2015","2015",0.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2016","2016",0.8,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2017","2017",1.2,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2018","2018",0.6,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2019","2019",2.6,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2010","2010",0.8,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2011","2011",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2012","2012",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2013","2013",0.8,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2014","2014",0.6,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2015","2015",0.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2016","2016",0.5,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2017","2017",0.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2018","2018",0.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","CHE","Switzerland","2019","2019",0.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2010","2010",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2011","2011",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2012","2012",0,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2013","2013",0,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2014","2014",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2015","2015",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2016","2016",0,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2017","2017",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2018","2018",0.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2019","2019",0.1,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2020","2020",0,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2021","2021",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2010","2010",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2011","2011",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2012","2012",0.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2013","2013",9.7,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2014","2014",0.7,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2015","2015",0.4,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2016","2016",0,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2017","2017",0.1,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2018","2018",0.9,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2019","2019",3.5,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2020","2020",0.7,,
"COMDIMEA","Incidence of measles","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2021","2021",0.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2010","2010",4.2,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2011","2011",3.8,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2012","2012",3.6,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2013","2013",3.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2014","2014",3.1,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2015","2015",2.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2016","2016",1.8,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2017","2017",1.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2018","2018",1.7,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2019","2019",1.4,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2020","2020",0.9,,
"COMDIHPB","Incidence of hepatitis B","PERCMTTX","Incidence per 100 000 population","TUR","Türkiye","2021","2021",0.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2010","2010",0.8,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2011","2011",2,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2012","2012",18.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2013","2013",9.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2014","2014",6.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2015","2015",8.5,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2016","2016",11.3,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2017","2017",6.9,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2018","2018",5.4,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2019","2019",6.7,,
"COMDIPER","Incidence of pertussis","PERCMTTX","Incidence per 100 000 population","GBR","United Kingdom","2020","2020",2.4,,
